id,province,carrier,devtype,nnt,advert_id,f_channel,creative_tp_dnf_mean,creative_tp_dnf_count,creative_tp_dnf_sum,app_cate_id_mean,app_cate_id_count,app_cate_id_sum,f_channel_mean,app_id_mean,inner_slot_id_mean,click
4763607283800927152,137103107100100,1,2,1,230001547,-1,0.07772511848341232,0.0202328212799417,0.005593451568894952,0.2138828800988875,0.5261040095921312,0.4688796680497925,0.2090683479777316,0.10101744186046513,0.05185185185185185,0.0
203943346261378325,137101102100100,2,2,1,230000065,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.2531645569620253,0.003210925274859268,0.003387247014988568,0.21633470740070115,0.272,0.272,0.0
3876077180029361952,137103103100100,1,2,4,230001025,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.14967259120673526,0.10862275692482776,0.06774494029977136,0.21633470740070115,0.3358720487433359,0.3358720487433359,0.0
925447247775409576,137105101100100,1,2,1,230001025,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.20856378233719894,0.4556262320401569,0.3959691760521636,0.21633470740070115,0.4941275167785235,0.4941275167785235,1.0
706357329028937512,137104102100100,1,2,1,230001696,-1,0.02091321017776229,0.02751088353182594,0.002046384720327421,0.007682458386683738,0.01587172556750056,0.0005080870522482852,0.20888591920968946,0.002386634844868735,0.002386634844868735,0.0
4420687485198407085,137101102100100,1,2,1,230000191,-1,0.0117096018735363,0.08189018660222849,0.003410641200545703,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.014561570117125671,0.005893909626719057,0.0
3279213058428790969,137103102100100,1,2,1,230000065,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.1694250202766391,0.9270835450240821,0.6545008044711661,0.21633470740070115,0.2532551151809987,0.2532551151809987,0.0
4949476715409053435,137101104100100,1,2,1,230000063,-1,0.3006431382587272,0.2996854803137526,0.3204638472032742,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.297915507706404,0.2979545082637866,0.0
6599497609535848090,137104104100100,1,2,1,230000063,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.2139161070131014,0.1845875586806755,0.16453552375306968,0.20888591920968946,0.3333333333333333,0.3333333333333333,1.0
6290442416972288336,137104101100100,1,2,1,230001025,-1,0.3006431382587272,0.2996854803137526,0.3204638472032742,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.297915507706404,0.2979545082637866,0.0
2129835231322668480,137106101100100,1,2,1,230000065,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.16386882917011958,0.8583128416688682,0.586078414768397,0.20888591920968946,0.2630017308167807,0.2630017308167807,1.0
9147643865655356706,137103103100100,1,2,1,230000063,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.18849745540787588,0.4113032698599793,0.3230586840545347,0.20888591920968946,0.08821822402785838,0.1354433989164528,0.0
2903198098719530667,137103102100100,1,2,1,230001696,-1,0.0117096018735363,0.08189018660222849,0.003410641200545703,0.16923609908193313,0.9385656512284838,0.6618680667287662,0.20939408885685015,0.005455962587685113,0.007128969539857421,0.0
7948194741459747578,137103107100100,1,2,4,230001696,-1,0.02091321017776229,0.02751088353182594,0.002046384720327421,0.007682458386683738,0.01587172556750056,0.0005080870522482852,0.20888591920968946,0.002386634844868735,0.002386634844868735,0.0
4934964083552952782,137105102100100,0,2,1,230001710,iqy_4,0.04568854568854569,0.10430930326218284,0.016950886766712144,0.16923609908193313,0.9385656512284838,0.6618680667287662,0.047619047619047616,0.04584893597588821,0.03650860260176248,0.0
9072484052833054047,137106101100100,1,2,4,230000423,-1,0.010855990008646364,0.09981205530943753,0.0038540245566166436,0.20772946859903385,0.008413437112605929,0.007282581082225421,0.21633470740070115,0.2205128205128205,0.09826589595375723,1.0
8173189749347466771,137105102100100,1,2,1,230001696,-1,0.010003885003885004,0.0987284966342558,0.0035129604365620733,0.16386882917011958,0.8583128416688682,0.586078414768397,0.20888591920968946,0.0024509803921568627,0.003865979381443299,0.0
5100117359622459323,137103107100100,1,2,1,230000065,-1,0.2433975027481045,0.6804173139251674,0.5890518417462483,0.16923609908193313,0.9385656512284838,0.6618680667287662,0.20939408885685015,0.24717538675473666,0.24717538675473666,1.0
5225886544358744875,137105102100100,1,2,3,230000063,-1,0.2985454685751765,0.2485376752392459,0.26391541609822644,0.24843552686965065,0.7241855833519621,0.7496824455923449,0.20682863298710485,0.2898592476747057,0.28996665157066986,0.0
75196329007126137,137103107100100,1,2,1,230000063,-1,0.2738806242473635,0.7883224977465815,0.7679399727148704,0.2069182237907612,0.8407137195927409,0.7248708612075535,0.20759861325664009,0.2805387830933581,0.28055062916983364,0.0
222524928109963512,137105103100100,1,2,1,230000063,-1,0.3006431382587272,0.2996854803137526,0.3204638472032742,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.297915507706404,0.2979545082637866,0.0
2494256477913581721,137105102100100,3,2,1,230000063,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.16386882917011958,0.8583128416688682,0.586078414768397,0.20888591920968946,0.2630017308167807,0.2630017308167807,0.0
4005992317941272535,137102102100100,1,2,1,230001694,-1,0.011819948186528498,0.0592217555568341,0.0024897680763983627,0.25365820303596665,0.8916211108175666,0.9424168007451944,0.2090683479777316,0.02594810379241517,0.009158751696065129,0.0
3634015622826844860,137104102100100,1,2,1,230000245,-1,0.2650636183831431,0.6157202309034769,0.5804911323328786,0.2191128800623692,0.495275062491109,0.4521974765009738,0.20682863298710485,0.08695652173913042,0.0880503144654088,0.0
1853016069783154253,137103103100100,0,2,1,230001710,iqy_15,0.04568854568854569,0.10430930326218284,0.016950886766712144,0.16923609908193313,0.9385656512284838,0.6618680667287662,0.083373963920039,0.04584893597588821,0.034467323187108316,0.0
4689071220438889542,137101101100100,2,2,4,230000063,-1,0.026788258763180396,0.033647853019580766,0.0032060027285129604,0.2102838778789502,0.1897087812709574,0.16622914726056398,0.21633470740070115,0.21658906708053116,0.035502958579881665,0.0
2231822473113259353,137104101100100,2,2,4,230001025,-1,0.2738806242473635,0.7883224977465815,0.7679399727148704,0.20797879760078114,0.5827626150750911,0.5050385299347955,0.20759861325664009,0.2758149521764591,0.2758149521764591,0.0
3329306373035464887,137104106100100,1,2,1,230001025,-1,0.3006431382587272,0.2996854803137526,0.3204638472032742,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.297915507706404,0.2979545082637866,0.0
9050253229392115745,137103107100100,1,2,1,230000063,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.16386882917011958,0.8583128416688682,0.586078414768397,0.20888591920968946,0.2630017308167807,0.2630017308167807,1.0
1463261935249406336,137104104100100,1,2,1,230000833,-1,0.08057179987004548,0.014757493815085437,0.004229195088676671,0.16365826897011682,0.9446013778527446,0.6441697010754509,0.20682863298710485,0.029106029106029108,0.0390625,0.0
7602679029177971195,137103107100100,2,2,4,230001025,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.18849745540787588,0.4113032698599793,0.3230586840545347,0.20888591920968946,0.2780034822983169,0.2780034822983169,1.0
210936697321180658,137104103100100,3,2,1,230000065,-1,0.2650636183831431,0.6157202309034769,0.5804911323328786,0.16365826897011682,0.9446013778527446,0.6441697010754509,0.20682863298710485,0.2529736002320859,0.2529736002320859,1.0
524831794989882044,137104106100100,1,2,4,230000063,-1,0.011819948186528498,0.0592217555568341,0.0024897680763983627,0.25365820303596665,0.8916211108175666,0.9424168007451944,0.2090683479777316,0.02594810379241517,0.009158751696065129,0.0
1963750424114316515,137106102100100,3,2,1,230000191,-1,0.2433975027481045,0.6804173139251674,0.5890518417462483,0.20990329441033667,0.5064523340175179,0.44296722838513003,0.20939408885685015,0.10683032162745766,0.1665963728384648,0.0
7102510280374528465,137104102100100,1,2,1,230000063,-1,0.2433975027481045,0.6804173139251674,0.5890518417462483,0.2017600343421335,0.189363301969232,0.1592006097044627,0.20939408885685015,0.21412964311726146,0.2437147255002565,1.0
1213528781917117873,137103103100100,0,2,1,230001710,iqy_2,0.04680073126142596,0.10490382218130907,0.017462482946794,0.1694250202766391,0.9270835450240821,0.6545008044711661,0.03587531856498725,0.04696385984223078,0.038542766631467794,0.0
6358718876252492349,137104106100100,1,2,1,230000063,-1,0.3006431382587272,0.2996854803137526,0.3204638472032742,0.2608861817747522,0.850793586278375,0.9248877974426284,0.20939408885685015,0.297915507706404,0.2979545082637866,0.0
8490577850935181438,137102103100100,1,2,1,230000065,-1,0.2650636183831431,0.6157202309034769,0.5804911323328786,0.24843552686965065,0.7241855833519621,0.7496824455923449,0.20682863298710485,0.4639741518578352,0.4644243208279431,1.0
2126842059508011197,137102102100100,1,2,1,230000063,-1,0.012598050867601615,0.04034098536716338,0.0018076398362892228,0.05632984901277584,0.03499502103359278,0.008214074011347277,0.20939408885685015,0.024205748865355526,0.024205748865355526,0.0
434834101826344301,137105102100100,1,2,4,230000065,-1,0.268157166154663,0.5056671077613486,0.4822987721691678,0.16386882917011958,0.8583128416688682,0.586078414768397,0.20888591920968946,0.2630017308167807,0.2630017308167807,0.0
5268390840323982710,137105103100100,0,2,1,230001710,iqy_2,0.04195304829063644,0.10742573308018334,0.016030013642564803,0.16365826897011682,0.9446013778527446,0.6441697010754509,0.032481679540503065,0.042330901558137436,0.05263157894736842,0.0
4462927521140370491,137102101100100,1,2,1,230000063,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.2102838778789502,0.1897087812709574,0.16622914726056398,0.21633470740070115,0.4324324324324325,0.4324324324324325,0.0
1421828112430233264,137102103100100,1,2,1,230000063,-1,0.27594517958412096,0.608710661066682,0.5974420190995907,0.29086538461538464,0.01690816347267665,0.02049284444068084,0.21633470740070115,0.20962199312714774,0.20962199312714774,0.0
2597514658582703539,137103101100100,1,2,1,230001547,-1,0.2433975027481045,0.6804173139251674,0.5890518417462483,0.20990329441033667,0.5064523340175179,0.44296722838513003,0.20939408885685015,0.3054379680885705,0.3054379680885705,0.0
6537734959363564880,137102103100100,1,2,1,230000063,-1,0.01788218793828892,0.02734787027980745,0.0017394270122783086,0.2539862751034413,0.80549515312862,0.8524853924972479,0.20888591920968946,0.0379746835443038,0.03593556381660471,0.0
5465780093016515717,137104106100100,1,3,1,230000331,-1,0.2427252134518209,0.6603762729417181,0.5701227830832196,0.2138828800988875,0.5261040095921312,0.4688796680497925,0.2090683479777316,0.02,0.02,0.0
5052761956737778287,137101103100100,1,2,1,230001025,-1,0.2985454685751765,0.2485376752392459,0.26391541609822644,0.24843552686965065,0.7241855833519621,0.7496824455923449,0.20682863298710485,0.2898592476747057,0.28996665157066986,1.0
2830260135059549796,137105104100100,1,2,1,230001696,-1,0.010855990008646364,0.09981205530943753,0.0038540245566166436,0.1694250202766391,0.9270835450240821,0.6545008044711661,0.21633470740070115,0.003783783783783784,0.005002273760800364,0.0
4150027023757198916,137103102100100,1,2,4,230000063,-1,0.010403120936280884,0.08848742880156492,0.0032742155525238748,0.24803091722501105,0.9675655902615482,1.0,0.21633470740070115,0.008059418457648545,0.007956715467854869,0.0
9218922098063639548,137103104100100,1,2,1,230000063,-1,0.3059714795008913,0.3227662389966055,0.3512619372442019,0.25365820303596665,0.8916211108175666,0.9424168007451944,0.2090683479777316,0.3001493744943051,0.3001680567658409,0.0
4402909728463040133,137104103100100,3,2,1,230000063,-1,0.2427252134518209,0.6603762729417181,0.5701227830832196,0.17184715037169065,0.9349482797163006,0.6694893725124905,0.2090683479777316,0.24907413877436935,0.24907413877436935,1.0
2339513754354681398,137102102100100,1,2,1,230000063,-1,0.2738806242473635,0.7883224977465815,0.7679399727148704,0.2069182237907612,0.8407137195927409,0.7248708612075535,0.20759861325664009,0.2805387830933581,0.28055062916983364,0.0
